Unnamed: 0,Age,Sex,Job,Housing,Saving_accounts,Checking_account,Credit_amount,Duration,Purpose,Risk
303,49,male,2,own,little,little,1038,10,car,good
902,42,male,2,free,,,10477,36,car,good
327,34,female,2,own,rich,,1525,24,car,good
262,36,male,3,free,little,little,5302,18,car,good
163,70,male,3,free,little,moderate,7308,10,car,good
653,42,male,3,own,moderate,moderate,8086,36,car,bad
393,31,female,2,own,little,little,1957,6,radio/TV,good
380,39,male,2,own,,little,2212,20,furniture/equipment,good
945,30,female,2,own,quite rich,moderate,8358,48,car,good
611,48,female,1,free,moderate,rich,1240,10,car,bad
490,26,male,2,own,little,,1934,12,radio/TV,good
579,27,male,1,own,little,,937,24,education,good
992,23,male,1,rent,,little,1936,18,radio/TV,good
60,27,male,2,own,little,moderate,1391,9,business,good
608,33,male,2,own,little,,2051,18,radio/TV,good
692,29,male,2,own,moderate,moderate,2896,24,radio/TV,good
756,74,male,0,own,little,rich,1299,6,car,good
212,50,male,2,own,little,little,5293,27,business,bad
452,34,male,2,own,little,,2759,12,furniture/equipment,good
376,34,male,2,own,little,,2320,18,radio/TV,good
81,47,male,2,own,quite rich,,1213,15,radio/TV,good
342,25,male,2,rent,quite rich,moderate,3213,18,radio/TV,good
485,47,male,3,own,little,moderate,1209,6,car,bad
116,30,female,3,own,,little,7174,42,radio/TV,bad
588,47,male,1,own,little,little,1217,18,domestic appliances,bad
504,24,female,2,rent,little,little,1207,24,car,bad
405,22,male,2,own,little,moderate,2039,24,radio/TV,bad
949,31,male,2,own,moderate,,3621,24,radio/TV,bad
515,37,female,2,own,little,little,609,6,car,good
440,39,male,3,own,little,,1884,12,car,good
610,22,female,2,own,moderate,little,741,12,domestic appliances,bad
240,29,female,2,own,,little,915,24,car,bad
717,32,male,3,free,little,,1505,18,radio/TV,good
566,36,male,2,own,little,little,1372,12,car,bad
628,36,male,2,own,quite rich,,4042,42,furniture/equipment,good
796,51,male,2,free,,little,7511,18,car,bad
169,31,male,2,own,little,moderate,1935,24,business,bad
903,40,male,2,rent,,,1386,15,radio/TV,good
113,25,female,2,own,little,,7855,36,car,bad
724,21,female,2,rent,little,,2570,27,car,bad
845,35,male,2,own,,moderate,3976,21,furniture/equipment,good
817,24,female,2,rent,little,,1554,6,radio/TV,good
960,30,male,2,rent,little,,1740,6,radio/TV,good
621,32,male,2,own,little,,1530,18,car,bad
664,50,female,1,own,little,rich,1047,6,education,good
898,33,female,1,rent,,,2186,15,furniture/equipment,good
803,35,male,2,own,,,976,12,radio/TV,good
808,55,male,3,free,little,moderate,9283,42,car,good
640,27,female,0,own,little,little,750,18,education,bad
180,28,male,2,own,little,,9572,36,business,bad
894,29,male,2,own,,,1169,18,radio/TV,good
836,21,female,2,own,,,886,12,radio/TV,good
370,36,male,2,own,,,3079,36,car,good
987,64,female,2,own,moderate,,1409,13,radio/TV,good
890,43,male,3,own,little,little,2442,27,business,good
676,33,male,2,own,little,,5150,24,furniture/equipment,good
121,41,female,3,rent,little,,3868,24,car,good
914,31,male,2,rent,little,little,3161,24,business,bad
529,41,male,1,own,little,little,662,6,car,good
456,36,male,2,rent,little,little,3905,11,car,good
896,28,female,3,rent,little,little,2606,21,radio/TV,good
532,41,male,2,rent,little,,1503,12,car,good
711,35,female,2,free,little,little,1198,6,education,bad
869,24,female,2,rent,little,little,652,12,furniture/equipment,good
242,24,male,2,free,little,little,4605,48,car,bad
487,62,female,2,free,little,,3757,24,car,good
355,23,male,1,own,little,moderate,1246,24,car,bad
669,47,male,2,own,little,rich,3017,30,radio/TV,good
220,26,male,1,own,little,moderate,625,12,radio/TV,good
592,36,female,1,own,rich,,1572,21,business,good
747,37,female,1,own,little,little,1274,12,car,bad
913,28,male,2,own,rich,,2142,11,business,good
904,36,male,3,own,little,,1278,24,radio/TV,good
102,24,female,2,own,little,,932,6,radio/TV,good
753,25,female,2,own,little,,5771,30,radio/TV,good
245,25,male,2,own,little,,1258,24,business,good
464,34,male,2,own,little,,1950,18,business,good
149,46,male,2,own,rich,,1582,18,radio/TV,good
9,28,male,3,own,little,moderate,5234,30,car,bad
638,34,female,2,own,little,,1493,12,radio/TV,good
759,35,male,2,own,little,little,691,12,car,bad
318,32,male,2,own,little,,701,12,education,good
981,33,male,3,rent,little,,4844,48,business,bad
259,57,female,1,own,moderate,,1154,11,radio/TV,good
246,52,male,2,own,little,,717,12,radio/TV,good
671,31,male,2,own,moderate,,5742,36,business,good
739,26,female,1,rent,moderate,moderate,4280,30,business,bad
918,33,male,2,own,moderate,little,2359,24,furniture/equipment,bad
746,23,female,2,rent,little,little,2511,15,car,good
85,29,female,3,own,little,,1412,12,business,good
23,44,male,2,own,moderate,moderate,1804,12,car,good
889,40,male,2,rent,,,7824,28,car,good
699,40,male,3,rent,little,rich,1905,15,education,good
70,30,female,2,own,little,,8133,36,car,good
255,27,male,1,own,,moderate,7418,60,radio/TV,good
599,32,male,2,free,little,,3863,24,business,good
340,24,female,2,free,little,moderate,5743,24,education,good
230,26,male,2,own,little,rich,4210,36,radio/TV,bad
191,34,male,1,free,moderate,moderate,3844,48,business,bad
80,44,female,2,own,,,5943,24,radio/TV,bad
565,23,female,2,rent,moderate,moderate,1553,24,radio/TV,good
78,39,male,1,own,,,9436,54,car,good
641,38,male,1,own,little,moderate,1308,15,repairs,good
601,30,female,2,own,little,moderate,918,9,furniture/equipment,bad
104,26,male,2,rent,,,2445,12,car,good
927,39,male,2,free,little,little,10297,48,car,bad
170,33,male,2,rent,little,little,950,15,car,bad
278,32,female,2,own,little,,4611,6,furniture/equipment,bad
290,26,male,2,own,little,,1076,12,business,good
386,21,female,2,rent,,,1126,18,radio/TV,good
317,48,female,1,own,,moderate,4351,24,furniture/equipment,good
527,42,male,1,own,little,,1503,4,radio/TV,good
288,49,female,2,own,little,moderate,1092,12,radio/TV,good
970,22,male,2,own,moderate,moderate,1514,15,repairs,good
873,24,female,2,own,,,874,15,domestic appliances,good
642,40,male,3,own,moderate,,4623,15,education,bad
993,30,male,3,own,little,little,3959,36,furniture/equipment,good
198,36,male,2,free,,moderate,2760,24,car,good
241,51,male,2,own,little,,1595,6,radio/TV,good
62,61,male,3,free,little,moderate,1953,36,business,bad
171,26,female,2,own,little,,763,12,furniture/equipment,good
623,22,female,2,rent,little,little,1858,12,furniture/equipment,good
304,44,male,2,free,quite rich,,10127,48,car,bad
986,33,male,2,own,little,rich,6289,42,business,good
265,37,male,2,own,little,moderate,802,15,radio/TV,bad
358,28,male,2,own,little,,776,12,radio/TV,good
772,36,male,3,own,little,,3275,21,car,good
7,35,male,3,rent,little,moderate,6948,36,car,good
389,27,female,2,own,little,,1449,9,business,good
923,30,male,2,rent,little,moderate,2002,12,car,good
909,33,female,1,own,,moderate,3195,9,car,good
741,23,male,1,own,little,moderate,1048,10,radio/TV,good
809,26,female,0,rent,little,moderate,1778,15,car,bad
718,31,male,2,own,,rich,3148,24,radio/TV,good
473,36,male,3,own,,,1238,6,education,good
438,65,male,0,own,little,little,3394,42,repairs,good
472,28,male,1,own,little,little,654,9,car,bad
224,30,male,2,own,little,,4657,15,car,good
924,55,male,2,own,little,little,6872,24,furniture/equipment,bad
499,28,male,2,own,moderate,rich,1323,6,car,good
740,32,male,2,own,moderate,little,2325,24,car,good
395,32,male,2,rent,moderate,moderate,11760,39,education,good
219,64,female,2,own,little,,1364,10,car,good
256,35,male,1,own,little,,2684,24,radio/TV,good
162,36,male,2,own,quite rich,,1262,15,domestic appliances,good
223,32,male,2,own,,,2978,24,business,good
990,37,male,1,own,,,3565,12,education,good
360,61,male,2,free,,moderate,1239,18,education,good
967,54,female,3,rent,little,,3568,15,radio/TV,good
795,22,female,2,rent,moderate,,2301,9,furniture/equipment,good
853,32,male,1,free,little,little,1442,18,car,bad
306,24,female,1,rent,,,4811,30,car,good
936,28,female,1,own,little,rich,745,9,radio/TV,bad
605,22,male,2,own,quite rich,little,2828,24,furniture/equipment,good
4,53,male,2,free,little,little,4870,24,car,bad
943,42,male,1,own,little,,1455,4,car,good
42,44,male,1,own,little,moderate,6204,18,repairs,good
797,22,female,1,rent,little,,1258,12,furniture/equipment,good
106,39,male,3,own,little,,6458,18,car,bad
279,29,male,3,rent,moderate,,1901,24,radio/TV,good
291,28,male,3,rent,little,moderate,9398,36,car,bad
693,44,male,1,own,,little,4716,6,car,good
907,27,male,2,own,,moderate,3711,36,education,good
762,24,male,1,own,little,little,2214,12,radio/TV,good
465,63,male,2,own,little,little,2924,24,car,good
295,26,female,2,own,little,moderate,9960,48,furniture/equipment,bad
824,35,male,3,own,little,,3780,18,furniture/equipment,good
765,40,male,1,own,little,moderate,1155,12,radio/TV,good
425,21,male,2,rent,little,moderate,2779,18,car,good
549,35,male,2,free,,,8858,48,car,good
794,32,male,2,rent,quite rich,,3062,24,furniture/equipment,good
922,22,female,2,rent,little,little,1366,9,radio/TV,bad
553,27,male,2,own,moderate,moderate,1995,12,car,good
513,20,male,2,rent,little,moderate,585,12,radio/TV,good
523,23,female,2,own,moderate,,3488,24,car,good
356,49,male,2,own,,,2331,12,radio/TV,good
828,47,male,2,free,,little,8335,36,car,bad
672,42,male,3,own,little,,10366,60,car,good
446,34,female,2,own,little,little,1842,36,car,bad
469,35,male,1,own,little,,4679,24,car,good
136,27,male,2,own,rich,,8613,27,car,good
921,37,male,3,own,quite rich,,12749,48,radio/TV,good
150,42,male,2,free,moderate,,1346,6,radio/TV,good
68,37,male,2,free,little,,1819,36,education,bad
937,30,male,3,rent,little,moderate,2063,6,radio/TV,good
277,49,male,1,own,,little,1262,12,furniture/equipment,good
930,24,male,1,own,little,little,1747,24,furniture/equipment,good
426,29,male,2,own,little,,2743,28,radio/TV,good
247,35,male,2,rent,moderate,,1204,6,car,good
71,46,male,1,rent,,,730,7,radio/TV,good
714,27,male,3,own,little,moderate,14027,60,car,bad
299,32,male,2,own,rich,moderate,2745,21,furniture/equipment,good
244,35,female,1,own,quite rich,,3447,12,education,good
249,22,female,2,rent,little,,433,18,radio/TV,bad
830,44,male,2,own,quite rich,,2375,24,business,good
283,63,male,2,own,,,1520,15,furniture/equipment,good
439,26,female,0,own,little,rich,609,12,business,bad
834,25,female,1,own,little,rich,2327,15,radio/TV,bad
582,26,female,2,rent,little,,1388,9,furniture/equipment,good
336,23,female,1,own,little,moderate,2101,13,radio/TV,good
467,32,male,2,own,,,7238,48,radio/TV,good
590,58,female,1,own,little,little,385,12,radio/TV,good
942,31,male,2,own,,,929,24,furniture/equipment,good
142,27,male,3,own,little,little,3416,27,radio/TV,good
544,61,male,1,own,little,,1255,12,car,good
354,46,male,2,free,quite rich,,727,10,education,good
32,30,male,2,own,moderate,moderate,5866,18,car,good
518,43,male,2,own,moderate,little,1203,6,car,good
917,68,male,3,own,little,little,14896,6,car,bad
0,67,male,2,own,,little,1169,6,radio/TV,good
462,34,female,3,rent,little,moderate,3017,12,furniture/equipment,good
862,35,female,2,own,little,little,2439,24,radio/TV,bad
543,34,male,1,own,little,rich,2864,18,furniture/equipment,bad
678,64,male,1,rent,little,little,2384,24,radio/TV,good
534,25,male,2,own,,,3105,24,radio/TV,good
316,38,male,1,own,little,little,708,12,furniture/equipment,good
269,25,male,2,own,,,999,24,radio/TV,good
56,52,male,3,own,,moderate,6468,12,radio/TV,bad
480,23,female,1,own,little,moderate,3573,12,radio/TV,good
35,25,male,1,own,little,moderate,4746,45,radio/TV,bad
637,21,male,2,own,little,,15653,60,radio/TV,good
194,21,male,2,rent,moderate,moderate,3031,45,radio/TV,bad
537,37,female,2,own,little,moderate,3612,18,furniture/equipment,good
630,28,female,2,own,little,little,3660,24,radio/TV,good
698,24,male,2,own,little,,1800,18,radio/TV,good
723,66,female,1,own,quite rich,moderate,790,9,radio/TV,good
103,35,male,2,rent,little,moderate,1919,9,furniture/equipment,good
214,51,male,2,own,,,3342,36,radio/TV,good
15,32,female,1,own,moderate,little,1282,24,radio/TV,bad
683,47,male,2,free,little,,5103,24,radio/TV,good
884,43,male,2,own,little,moderate,4057,24,furniture/equipment,bad
897,35,female,2,own,rich,,1592,12,furniture/equipment,good
577,33,female,2,own,,,1927,24,education,good
548,24,female,1,own,little,little,626,12,radio/TV,bad
911,25,female,1,own,little,moderate,4736,24,furniture/equipment,bad
551,45,male,1,own,quite rich,,1750,6,radio/TV,good
187,68,male,0,free,little,moderate,1175,16,car,good
417,23,female,2,rent,,little,8471,18,education,good
403,27,male,1,own,little,,802,14,car,good
57,31,female,2,own,little,,9566,36,radio/TV,good
958,45,male,1,own,little,little,4006,28,car,bad
858,29,female,2,own,little,little,3959,15,car,bad
591,42,female,2,rent,,moderate,1965,24,car,good
297,45,male,1,own,,,1287,10,car,good
560,49,male,2,free,,little,2964,24,car,good
533,26,male,2,own,moderate,,1311,24,radio/TV,good
12,22,female,2,own,little,moderate,1567,12,radio/TV,good
192,36,male,2,own,little,moderate,3915,27,business,bad
709,37,male,1,own,little,moderate,2118,9,radio/TV,good
459,32,male,2,own,little,,4594,18,radio/TV,good
706,24,male,2,own,moderate,moderate,6560,48,car,bad
49,28,female,2,own,moderate,,2073,12,radio/TV,good
524,26,female,1,own,little,moderate,1113,18,radio/TV,good
429,55,female,0,free,little,little,1190,18,repairs,bad
891,46,male,2,own,little,,1829,15,radio/TV,good
6,53,male,2,own,quite rich,,2835,24,furniture/equipment,good
947,38,male,3,own,,,2859,12,car,good
665,27,male,3,own,little,,6314,24,vacation/others,good
602,34,female,1,free,little,moderate,1837,24,education,bad
39,24,male,2,own,little,moderate,458,9,radio/TV,good
347,23,female,0,rent,quite rich,moderate,3758,24,radio/TV,good
460,37,male,2,own,little,little,3620,36,furniture/equipment,good
237,61,male,1,rent,moderate,moderate,2767,21,business,bad
31,27,male,2,own,little,little,4020,24,furniture/equipment,good
488,35,male,1,rent,moderate,,1418,10,car,good
950,40,male,0,own,little,moderate,3590,18,business,good
969,40,male,1,own,little,little,3939,11,car,good
40,30,male,3,own,quite rich,,2333,30,radio/TV,good
742,41,male,2,own,,,3160,21,radio/TV,good
595,32,female,1,own,moderate,moderate,931,6,car,bad
